Date,Delhi,Mumbai,Chennai,Kolkata
NA,58.16,60.78,61.25,60.82
NA,58.08,60.69,61.16,60.74
NA,58.03,60.64,61.11,60.69
NA,57.93,60.54,61,60.59
NA,57.83,60.43,60.9,60.49
NA,57.73,60.32,60.79,60.39
NA,57.7,60.29,60.76,60.36
NA,57.64,60.23,60.69,60.3
NA,57.51,60.09,60.55,60.17
NA,57.43,60,60.47,60.09
NA,57.28,59.85,60.31,59.94
NA,57.21,59.77,60.23,59.87
NA,57.15,59.71,60.17,59.81
NA,57.12,59.68,60.14,59.78
NA,57.1,59.65,60.11,59.76
NA,57.01,59.56,60.02,59.67
NA,56.98,59.53,59.99,59.64
NA,56.95,59.5,59.95,59.61
NA,56.87,59.41,59.87,59.53
NA,56.91,59.45,59.91,59.57
NA,56.94,59.48,59.94,59.6
NA,57.03,59.58,60.04,59.69
NA,57,60.55,60.01,59.66
NA,56.96,60.51,59.96,59.62
NA,56.94,60.49,59.94,59.6
NA,56.95,60.5,59.95,59.61
NA,56.9,60.44,59.9,59.56
NA,56.89,60.43,59.89,59.55
NA,59.14,62.82,62.3,61.8
NA,59.07,62.75,62.22,61.73
NA,58.92,62.59,62.06,61.58
NA,58.86,62.53,62,61.52
NA,58.78,62.44,61.91,61.44
NA,58.7,62.36,61.83,61.36
NA,58.68,62.33,61.81,61.34
NA,58.72,62.38,61.85,61.38
NA,58.69,62.35,61.82,61.35
NA,58.79,62.45,61.92,61.45
NA,58.85,62.51,61.99,61.51
NA,58.91,62.58,62.05,61.57
NA,58.88,62.55,62.02,61.54
NA,58.84,62.5,61.98,61.5
NA,58.8,62.46,61.93,61.46
NA,58.74,62.4,61.87,61.4
NA,58.72,62.37,61.84,61.37
NA,58.62,62.26,61.73,61.27
NA,58.37,62,61.46,61.02
NA,58.06,61.67,61.13,60.71
NA,57.78,61.38,60.84,60.44
NA,57.59,61.18,60.64,60.25
NA,57.46,61.03,60.49,60.11
NA,57.38,60.95,60.41,60.03
NA,57.28,60.84,60.3,59.93
NA,57.21,60.77,60.23,59.87
NA,57.13,60.68,60.14,59.78
NA,57.05,60.6,60.06,59.71
NA,57.01,60.56,60.02,59.66
NA,57.02,60.56,60.02,59.67
NA,57.03,60.57,60.03,59.68
NA,57.03,60.58,60.04,59.69
NA,56.97,60.51,59.97,59.62
NA,57.02,60.57,60.02,59.67
NA,57.06,60.61,60.06,59.71
NA,57.05,60.6,60.05,59.7
NA,57.05,60.6,60.06,59.7
NA,57.01,60.55,60.01,59.66
NA,57.07,60.62,60.08,59.72
NA,57.19,60.74,60.2,59.84
NA,57.28,60.85,60.3,59.93
NA,57.39,60.96,60.42,60.04
NA,57.36,60.92,60.38,60.01
NA,57.3,60.86,60.32,59.95
NA,57.25,60.81,60.27,59.9
NA,57.24,60.8,60.26,59.9
NA,57.15,60.7,60.16,59.8
NA,56.98,60.52,59.98,59.63
NA,56.81,60.35,59.8,59.46
NA,56.78,60.32,59.77,59.44
NA,56.72,60.25,59.71,59.38
NA,56.61,60.13,59.59,59.26
NA,56.54,60.06,59.51,59.19
NA,56.33,59.83,59.28,58.98
NA,56.1,59.59,59.04,58.75
NA,55.85,59.32,58.77,58.5
NA,55.64,59.1,58.55,58.29
NA,55.58,59.04,58.49,58.23
NA,55.5,59.08,58.53,58.25
NA,55.31,58.87,58.32,58.05
NA,55.19,58.75,58.2,57.94
NA,55.03,58.58,58.02,57.77
NA,54.94,58.49,57.93,57.69
NA,54.95,58.49,57.94,57.69
NA,54.95,58.5,57.94,57.7
NA,54.94,58.48,57.93,57.68
NA,54.93,58.48,57.92,57.68
NA,55.02,58.57,58.02,57.77
NA,55.05,58.6,58.05,57.8
NA,55.04,58.59,58.04,57.78
NA,55.04,58.59,58.04,57.79
NA,54.99,58.54,57.98,57.74
NA,54.93,58.47,57.92,57.67
NA,54.85,58.39,57.83,57.59
NA,54.66,58.19,57.63,57.41
NA,54.7,58.22,57.67,57.44
NA,54.74,58.27,57.72,57.49
NA,54.55,59.93,57.44,56.85
NA,54.32,59.69,57.19,56.61
NA,54.06,59.41,56.91,56.35
NA,53.82,59.15,56.65,56.11
NA,53.61,58.93,56.43,55.9
NA,53.44,58.76,56.25,55.74
NA,53.47,58.79,56.29,55.77
NA,53.36,58.67,56.17,55.66
NA,53.33,58.63,56.13,55.62
NA,53.46,58.8,56.3,55.61
NA,53.53,58.88,56.38,55.68
NA,53.53,58.89,56.38,55.69
NA,53.53,58.88,56.38,55.69
NA,53.61,58.97,56.47,55.77
NA,53.76,59.13,56.63,55.92
NA,53.85,59.23,56.73,56.01
NA,53.94,59.32,56.82,56.09
NA,53.96,59.34,56.84,56.12
NA,53.96,59.34,56.85,56.12
NA,54.01,59.39,56.89,56.16
NA,54.14,59.53,57.03,56.29
NA,54.32,59.73,57.23,56.48
NA,54.49,59.9,57.41,56.65
2022-01-24,86.67,94.14,91.43,89.79
2022-01-23,86.67,94.14,91.43,89.79
2022-01-22,86.67,94.14,91.43,89.79
2022-01-21,86.67,94.14,91.43,89.79
2022-01-20,86.67,94.14,91.43,89.79
2022-01-19,86.67,94.14,91.43,89.79
2022-01-18,86.67,94.14,91.43,89.79
